symbol,date,volume,low,open,close,high,adjclose
^BVSP,2020-10-28,11051600.0,95369.0,99598.0,95369.0,99598.0,95369.0
^BVSP,2020-10-27,8672300.0,99414.0,101017.0,99606.0,101660.0,99606.0
^BVSP,2020-10-26,8070400.0,99762.0,101260.0,101017.0,101784.0,101017.0
^BVSP,2020-10-23,7561100.0,101188.0,101918.0,101260.0,102218.0,101260.0
^BVSP,2020-10-22,9556900.0,100457.0,100553.0,101918.0,102020.0,101918.0
^BVSP,2020-10-21,8661100.0,100149.0,100541.0,100552.0,101586.0,100552.0
^BVSP,2020-10-20,8796000.0,98664.0,98664.0,100540.0,100722.0,100540.0
^BVSP,2020-10-19,9929400.0,98310.0,98310.0,98658.0,99917.0,98658.0
^BVSP,2020-10-16,7840200.0,98309.0,99054.0,98309.0,99172.0,98309.0
^BVSP,2020-10-15,8335200.0,97778.0,99328.0,99054.0,99486.0,99054.0
^BVSP,2020-10-14,8891000.0,98501.0,98502.0,99334.0,99571.0,99334.0
^BVSP,2020-10-13,7867500.0,97336.0,97483.0,98503.0,98998.0,98503.0
^BVSP,2020-10-09,10810500.0,97161.0,97924.0,97483.0,98642.0,97483.0
^BVSP,2020-10-08,11163600.0,95530.0,95530.0,97920.0,97938.0,97920.0
^BVSP,2020-10-07,9829900.0,94881.0,95616.0,95526.0,96380.0,95526.0
^BVSP,2020-10-06,11299600.0,95211.0,96091.0,95615.0,97405.0,95615.0
^BVSP,2020-10-05,8616000.0,93984.0,94019.0,96089.0,96414.0,96089.0
^BVSP,2020-10-02,8584900.0,93897.0,95475.0,94016.0,95996.0,94016.0
^BVSP,2020-10-01,9243500.0,93599.0,94604.0,95479.0,95486.0,95479.0
^BVSP,2020-09-30,9454300.0,93584.0,93586.0,94603.0,95340.0,94603.0
^BVSP,2020-09-29,8737200.0,93408.0,94665.0,93580.0,95505.0,93580.0
^BVSP,2020-09-28,10508900.0,94371.0,97005.0,94666.0,98314.0,94666.0
^BVSP,2020-09-25,7351100.0,95632.0,97011.0,96999.0,97012.0,96999.0
^BVSP,2020-09-24,9331000.0,95653.0,95735.0,97012.0,97955.0,97012.0
^BVSP,2020-09-23,8830700.0,95728.0,97294.0,95735.0,97389.0,95735.0
^BVSP,2020-09-22,7281300.0,96390.0,96995.0,97294.0,97684.0,97294.0
^BVSP,2020-09-21,9738000.0,95820.0,98283.0,96991.0,98283.0,96991.0
^BVSP,2020-09-18,11370300.0,98045.0,100098.0,98290.0,100102.0,98290.0
^BVSP,2020-09-17,0.0,98562.0,99674.0,100098.0,100251.0,100098.0
^BVSP,2020-09-16,7139400.0,99663.0,100299.0,99676.0,100663.0,99676.0
^BVSP,2020-09-15,9216700.0,99647.0,100277.0,100298.0,100949.0,100298.0
^BVSP,2020-09-14,8182100.0,98367.0,98367.0,100275.0,100520.0,100275.0
^BVSP,2020-09-11,9107900.0,97758.0,98839.0,98363.0,99435.0,98363.0
^BVSP,2020-09-10,8894600.0,98687.0,101291.0,98835.0,101536.0,98835.0
^BVSP,2020-09-09,7955600.0,100050.0,100050.0,101292.0,101578.0,101292.0
^BVSP,2020-09-08,8479000.0,99373.0,101239.0,100050.0,101239.0,100050.0
^BVSP,2020-09-04,11327400.0,98961.0,100733.0,101242.0,101582.0,101242.0
^BVSP,2020-09-03,12611000.0,99751.0,101911.0,100721.0,103226.0,100721.0
^BVSP,2020-09-02,7557900.0,100872.0,102168.0,101911.0,102824.0,101911.0
^BVSP,2020-09-01,9384700.0,99382.0,99382.0,102168.0,102238.0,102168.0
^BVSP,2020-08-31,12226100.0,99369.0,102142.0,99369.0,102142.0,99369.0
^BVSP,2020-08-28,7665700.0,100631.0,100631.0,102143.0,102347.0,102143.0
^BVSP,2020-08-27,7360600.0,99857.0,100625.0,100624.0,101548.0,100624.0
^BVSP,2020-08-26,9861200.0,99359.0,102119.0,100627.0,102521.0,100627.0
^BVSP,2020-08-25,8170900.0,101623.0,102293.0,102118.0,102708.0,102118.0
^BVSP,2020-08-24,7723000.0,101525.0,101525.0,102298.0,102515.0,102298.0
^BVSP,2020-08-21,9100200.0,100412.0,101460.0,101521.0,101566.0,101521.0
^BVSP,2020-08-20,9405000.0,99131.0,100853.0,101468.0,101749.0,101468.0
^BVSP,2020-08-19,10025800.0,100800.0,102072.0,100854.0,102334.0,100854.0
^BVSP,2020-08-18,9418700.0,99597.0,99597.0,102065.0,102247.0,102065.0
^BVSP,2020-08-17,10816200.0,98513.0,101348.0,99595.0,101689.0,99595.0
^BVSP,2020-08-14,8576300.0,100445.0,100469.0,101353.0,101717.0,101353.0
^BVSP,2020-08-13,10721300.0,100187.0,102118.0,100461.0,103237.0,100461.0
^BVSP,2020-08-12,10114200.0,100698.0,102176.0,102118.0,103116.0,102118.0
^BVSP,2020-08-11,9360900.0,102174.0,103449.0,102174.0,104409.0,102174.0
^BVSP,2020-08-10,8259500.0,101282.0,102776.0,103444.0,103722.0,103444.0
^BVSP,2020-08-07,10337100.0,101957.0,104116.0,102776.0,104126.0,102776.0
^BVSP,2020-08-06,9686600.0,102733.0,102733.0,104126.0,104523.0,104126.0
^BVSP,2020-08-05,10922100.0,101220.0,101220.0,102802.0,103763.0,102802.0
^BVSP,2020-08-04,12029800.0,100005.0,102826.0,101216.0,103012.0,101216.0
^BVSP,2020-08-03,10901000.0,102304.0,102913.0,102830.0,103863.0,102830.0
^BVSP,2020-07-31,12929300.0,102642.0,105010.0,102912.0,105462.0,102912.0
^BVSP,2020-07-30,9591700.0,103920.0,105605.0,105009.0,105607.0,105009.0
^BVSP,2020-07-29,9238300.0,104112.0,104112.0,105605.0,105704.0,105605.0
^BVSP,2020-07-28,9087100.0,103592.0,104477.0,104109.0,104663.0,104109.0
^BVSP,2020-07-27,9622400.0,102381.0,102381.0,104477.0,104585.0,104477.0
^BVSP,2020-07-24,9795200.0,100859.0,102292.0,102382.0,102694.0,102382.0
^BVSP,2020-07-23,10366600.0,102119.0,104291.0,102293.0,104949.0,102293.0
^BVSP,2020-07-22,10833700.0,103277.0,104312.0,104290.0,104980.0,104290.0
^BVSP,2020-07-21,11105800.0,103732.0,104426.0,104310.0,105449.0,104310.0
^BVSP,2020-07-20,8931800.0,102744.0,102888.0,104426.0,104439.0,104426.0
^BVSP,2020-07-17,10429400.0,100554.0,100554.0,102888.0,103017.0,102888.0
^BVSP,2020-07-16,8127100.0,100160.0,101791.0,100553.0,101792.0,100553.0
^BVSP,2020-07-15,9285600.0,100444.0,100444.0,101791.0,102114.0,101791.0
^BVSP,2020-07-14,10019400.0,98289.0,98699.0,100440.0,100632.0,100440.0
^BVSP,2020-07-13,10382300.0,98697.0,100027.0,98697.0,100858.0,98697.0
^BVSP,2020-07-10,9147200.0,98739.0,99160.0,100032.0,100101.0,100032.0
^BVSP,2020-07-09,0.0,98861.0,99770.0,99160.0,100191.0,99160.0
^BVSP,2020-07-08,9142700.0,97765.0,97765.0,99770.0,99973.0,99770.0
^BVSP,2020-07-07,8951400.0,97272.0,98937.0,97761.0,98938.0,97761.0
^BVSP,2020-07-06,9489400.0,96768.0,96776.0,98937.0,99257.0,98937.0
^BVSP,2020-07-03,5351600.0,95803.0,96237.0,96765.0,96765.0,96765.0
^BVSP,2020-07-02,10062900.0,96052.0,96206.0,96235.0,97864.0,96235.0
^BVSP,2020-07-01,10163300.0,95062.0,95062.0,96203.0,96852.0,96203.0
^BVSP,2020-06-30,10144500.0,94806.0,95728.0,95056.0,96257.0,95056.0
^BVSP,2020-06-29,8906800.0,93825.0,93837.0,95735.0,95735.0,95735.0
^BVSP,2020-06-26,8439100.0,93514.0,95979.0,93834.0,95979.0,93834.0
^BVSP,2020-06-25,8697900.0,94152.0,94382.0,95983.0,96260.0,95983.0
^BVSP,2020-06-24,9962700.0,93259.0,95974.0,94377.0,95974.0,94377.0
^BVSP,2020-06-23,9752700.0,95344.0,95344.0,95975.0,97486.0,95975.0
^BVSP,2020-06-22,8264700.0,94869.0,96572.0,95336.0,96870.0,95336.0
^BVSP,2020-06-19,13134400.0,95874.0,96138.0,96572.0,97540.0,96572.0
^BVSP,2020-06-18,10008500.0,94698.0,95547.0,96125.0,97110.0,96125.0
^BVSP,2020-06-17,11134700.0,93531.0,93531.0,95547.0,96611.0,95547.0
^BVSP,2020-06-16,12034200.0,92387.0,92387.0,93531.0,95216.0,93531.0
^BVSP,2020-06-15,13317500.0,90148.0,92780.0,92376.0,93112.0,92376.0
^BVSP,2020-06-12,12785600.0,90811.0,94677.0,92795.0,94703.0,92795.0
^BVSP,2020-06-10,11739600.0,94665.0,96747.0,94686.0,97646.0,94686.0
^BVSP,2020-06-09,11278800.0,95386.0,97644.0,96747.0,97644.0,96747.0
^BVSP,2020-06-08,11096500.0,94635.0,94640.0,97645.0,97693.0,97645.0
^BVSP,2020-06-05,13320300.0,93839.0,93839.0,94637.0,97356.0,94637.0
^BVSP,2020-06-04,11488000.0,92221.0,92993.0,93829.0,94132.0,93829.0
^BVSP,2020-06-03,15137900.0,91048.0,91048.0,93002.0,93710.0,93002.0
^BVSP,2020-06-02,11827300.0,88622.0,88622.0,91046.0,91046.0,91046.0
^BVSP,2020-06-01,9849400.0,86837.0,87395.0,88620.0,89019.0,88620.0
^BVSP,2020-05-29,16550900.0,85384.0,86951.0,87403.0,87410.0,87403.0
^BVSP,2020-05-28,10117000.0,86767.0,87946.0,86949.0,88091.0,86949.0
^BVSP,2020-05-27,11212000.0,85468.0,85468.0,87946.0,87946.0,87946.0
^BVSP,2020-05-26,12030800.0,85396.0,85668.0,85469.0,87333.0,85469.0
^BVSP,2020-05-25,8764400.0,82193.0,82198.0,85663.0,85876.0,85663.0
^BVSP,2020-05-22,9281200.0,81669.0,83027.0,82173.0,83027.0,82173.0
^BVSP,2020-05-21,11395200.0,81317.0,81320.0,83027.0,83309.0,83027.0
^BVSP,2020-05-20,9522800.0,80740.0,80747.0,81319.0,82290.0,81319.0
^BVSP,2020-05-19,10740100.0,80647.0,81197.0,80742.0,82175.0,80742.0
^BVSP,2020-05-18,11533100.0,77571.0,77576.0,81194.0,81420.0,81194.0
^BVSP,2020-05-15,11718200.0,77426.0,79011.0,77557.0,79538.0,77557.0
^BVSP,2020-05-14,13818900.0,75697.0,77770.0,79011.0,79011.0,79011.0
^BVSP,2020-05-13,11575900.0,77152.0,77877.0,77772.0,78911.0,77772.0
^BVSP,2020-05-12,10245400.0,77872.0,79065.0,77872.0,80344.0,77872.0
^BVSP,2020-05-11,9781900.0,78994.0,80263.0,79065.0,80723.0,79065.0
^BVSP,2020-05-08,10734400.0,78152.0,78152.0,80263.0,80557.0,80263.0
^BVSP,2020-05-07,13808900.0,78061.0,79072.0,78119.0,80061.0,78119.0
^BVSP,2020-05-06,9775900.0,78056.0,79473.0,79064.0,79996.0,79064.0
^BVSP,2020-05-05,9154700.0,78886.0,78887.0,79471.0,81066.0,79471.0
^BVSP,2020-05-04,8594200.0,77640.0,80501.0,78876.0,80502.0,78876.0
^BVSP,2020-04-30,11804600.0,80168.0,83169.0,80506.0,83169.0,80506.0
^BVSP,2020-04-29,11719700.0,81313.0,81313.0,83171.0,83598.0,83171.0
^BVSP,2020-04-28,12939000.0,78243.0,78243.0,81312.0,81427.0,81312.0
^BVSP,2020-04-27,10656900.0,75327.0,75334.0,78239.0,78563.0,78239.0
^BVSP,2020-04-24,16529200.0,72041.0,79667.0,75331.0,79667.0,75331.0
^BVSP,2020-04-23,10823500.0,78622.0,80690.0,79673.0,81934.0,79673.0
^BVSP,2020-04-22,9848900.0,78973.0,78973.0,80687.0,81184.0,80687.0
^BVSP,2020-04-20,8874700.0,76943.0,78989.0,78973.0,80106.0,78973.0
^BVSP,2020-04-17,8317800.0,77754.0,77817.0,78990.0,79846.0,78990.0
^BVSP,2020-04-16,9028400.0,77452.0,78837.0,77812.0,80167.0,77812.0
^BVSP,2020-04-15,9758400.0,77546.0,79911.0,78831.0,80035.0,78831.0
^BVSP,2020-04-14,8593600.0,78848.0,78848.0,79918.0,81668.0,79918.0
^BVSP,2020-04-13,7651300.0,76405.0,77682.0,78836.0,78836.0,78836.0
^BVSP,2020-04-09,10748700.0,77457.0,78640.0,77682.0,80428.0,77682.0
^BVSP,2020-04-08,10206300.0,76115.0,76335.0,78625.0,79058.0,78625.0
^BVSP,2020-04-07,11286500.0,74078.0,74078.0,76358.0,79855.0,76358.0
^BVSP,2020-04-06,9685400.0,69556.0,69556.0,74073.0,75260.0,74073.0
^BVSP,2020-04-03,10411300.0,67802.0,72241.0,69538.0,72241.0,69538.0
^BVSP,2020-04-02,10540200.0,70957.0,70969.0,72253.0,73861.0,72253.0
^BVSP,2020-04-01,10093500.0,69569.0,73011.0,70967.0,73011.0,70967.0
^BVSP,2020-03-31,11141500.0,72385.0,74629.0,73020.0,75511.0,73020.0
^BVSP,2020-03-30,9032200.0,73184.0,73431.0,74640.0,75430.0,74640.0
^BVSP,2020-03-27,10301400.0,73057.0,77708.0,73429.0,77708.0,73429.0
^BVSP,2020-03-26,12758000.0,74923.0,74956.0,77710.0,78846.0,77710.0
^BVSP,2020-03-25,12951100.0,69360.0,69727.0,74956.0,76714.0,74956.0
^BVSP,2020-03-24,11679900.0,63604.0,63604.0,69729.0,71535.0,69729.0
^BVSP,2020-03-23,11962200.0,62161.0,67067.0,63570.0,67604.0,63570.0
^BVSP,2020-03-20,15152400.0,66120.0,68344.0,67069.0,72247.0,67069.0
^BVSP,2020-03-19,16144700.0,61691.0,66883.0,68332.0,70071.0,68332.0
^BVSP,2020-03-18,16751500.0,63547.0,74576.0,66895.0,74576.0,66895.0
^BVSP,2020-03-17,14945900.0,70783.0,71178.0,74617.0,77255.0,74617.0
^BVSP,2020-03-16,12847800.0,70855.0,82565.0,71168.0,82565.0,71168.0
^BVSP,2020-03-13,15766300.0,72621.0,72621.0,82678.0,83758.0,82678.0
^BVSP,2020-03-12,12008700.0,68488.0,85103.0,72583.0,85103.0,72583.0
^BVSP,2020-03-11,11786900.0,80796.0,92202.0,85171.0,92202.0,85171.0
^BVSP,2020-03-10,13531700.0,86071.0,86071.0,92214.0,92230.0,92214.0
^BVSP,2020-03-09,14645500.0,85880.0,97982.0,86067.0,97982.0,86067.0
^BVSP,2020-03-06,11864200.0,96886.0,102231.0,97997.0,102231.0,97997.0
^BVSP,2020-03-05,8598600.0,100536.0,107217.0,102233.0,107217.0,102233.0
^BVSP,2020-03-04,8410500.0,105042.0,105540.0,107224.0,107809.0,107224.0
^BVSP,2020-03-03,9385600.0,104405.0,106630.0,105537.0,108804.0,105537.0
^BVSP,2020-03-02,8858400.0,103779.0,104260.0,106625.0,107220.0,106625.0
^BVSP,2020-02-28,11228400.0,99951.0,102984.0,104172.0,104172.0,104172.0
^BVSP,2020-02-27,11237700.0,102984.0,105711.0,102984.0,106656.0,102984.0
^BVSP,2020-02-21,5896200.0,112661.0,114585.0,113681.0,114585.0,113681.0
^BVSP,2020-02-20,6793000.0,114379.0,116518.0,114586.0,116552.0,114586.0
^BVSP,2020-02-19,6334100.0,114774.0,114982.0,116518.0,116545.0,116518.0
^BVSP,2020-02-18,5548400.0,113532.0,115309.0,114977.0,115309.0,114977.0
^BVSP,2020-02-17,0.0,114381.0,114381.0,115309.0,115696.0,115309.0
^BVSP,2020-02-14,5335900.0,114132.0,115663.0,114381.0,115663.0,114381.0
^BVSP,2020-02-13,5635700.0,114801.0,116660.0,115662.0,116660.0,115662.0
^BVSP,2020-02-12,8159200.0,115371.0,115371.0,116674.0,117581.0,116674.0
^BVSP,2020-02-11,6767900.0,112574.0,112574.0,115371.0,115576.0,115371.0
^BVSP,2020-02-10,7486300.0,112134.0,113771.0,112570.0,114176.0,112570.0
^BVSP,2020-02-07,6594100.0,113769.0,115190.0,113770.0,115190.0,113770.0
^BVSP,2020-02-06,7382400.0,114723.0,116033.0,115190.0,117382.0,115190.0
^BVSP,2020-02-05,7173800.0,115562.0,115563.0,116028.0,117701.0,116028.0
^BVSP,2020-02-04,5829400.0,114631.0,114631.0,115557.0,116556.0,115557.0
^BVSP,2020-02-03,5512200.0,113467.0,113761.0,114629.0,115299.0,114629.0
^BVSP,2020-01-31,6219900.0,113148.0,115518.0,113761.0,115518.0,113761.0
^BVSP,2020-01-30,6315600.0,112825.0,115375.0,115528.0,115528.0,115528.0
^BVSP,2020-01-29,5097800.0,115164.0,116494.0,115385.0,117171.0,115385.0
^BVSP,2020-01-28,5229400.0,114475.0,114482.0,116479.0,116797.0,116479.0
^BVSP,2020-01-27,6097800.0,114376.0,118347.0,114482.0,118347.0,114482.0
^BVSP,2020-01-24,4778700.0,118108.0,119528.0,118376.0,119593.0,118376.0
^BVSP,2020-01-23,6572400.0,116906.0,118391.0,119528.0,119535.0,119528.0
^BVSP,2020-01-22,5765700.0,117035.0,117035.0,118391.0,118401.0,118391.0
^BVSP,2020-01-21,5085600.0,117026.0,118861.0,117026.0,118861.0,117026.0
^BVSP,2020-01-20,3843500.0,117928.0,118478.0,118862.0,118862.0,118862.0
^BVSP,2020-01-17,4947200.0,116710.0,116710.0,118478.0,118479.0,118478.0
^BVSP,2020-01-16,5422700.0,115961.0,116415.0,116704.0,117106.0,116704.0
^BVSP,2020-01-15,5569400.0,116188.0,117632.0,116414.0,117632.0,116414.0
^BVSP,2020-01-14,5361700.0,116610.0,117325.0,117632.0,117705.0,117632.0
^BVSP,2020-01-13,5685100.0,115503.0,115503.0,117325.0,117333.0,117325.0
^BVSP,2020-01-10,4783400.0,114952.0,115948.0,115503.0,116745.0,115503.0
^BVSP,2020-01-09,5953500.0,115411.0,116248.0,115947.0,116820.0,115947.0
^BVSP,2020-01-08,5910500.0,115693.0,116667.0,116247.0,117335.0,116247.0
^BVSP,2020-01-07,4854100.0,115965.0,116872.0,116662.0,117076.0,116662.0
^BVSP,2020-01-06,6570000.0,116269.0,117707.0,116878.0,117707.0,116878.0
^BVSP,2020-01-03,6834500.0,117341.0,118564.0,117707.0,118792.0,117707.0
^BVSP,2020-01-02,5162700.0,115649.0,115652.0,118573.0,118573.0,118573.0
^BVSP,2019-12-30,3667900.0,115790.0,116530.0,115964.0,117086.0,115964.0
^BVSP,2019-12-27,3905900.0,115995.0,117205.0,116534.0,117803.0,116534.0
^BVSP,2019-12-26,3788900.0,115673.0,115864.0,117203.0,117220.0,117203.0
^BVSP,2019-12-23,3995200.0,114964.0,115119.0,115863.0,115863.0,115863.0
^BVSP,2019-12-20,6887400.0,114526.0,115133.0,115121.0,115171.0,115121.0
^BVSP,2019-12-19,5784600.0,113712.0,114313.0,115131.0,115132.0,115131.0
^BVSP,2019-12-18,7940900.0,112300.0,112618.0,114315.0,114339.0,114315.0
^BVSP,2019-12-17,5352500.0,111897.0,111897.0,112616.0,112695.0,112616.0
^BVSP,2019-12-16,6078300.0,111896.0,112565.0,111896.0,113197.0,111896.0
^BVSP,2019-12-13,7712100.0,111780.0,112205.0,112565.0,112829.0,112565.0
^BVSP,2019-12-12,5682000.0,110963.0,110963.0,112200.0,112445.0,112200.0
^BVSP,2019-12-11,5146100.0,110530.0,110672.0,110964.0,111227.0,110964.0
^BVSP,2019-12-10,4758800.0,110133.0,110973.0,110672.0,111184.0,110672.0
^BVSP,2019-12-09,4991500.0,110870.0,111125.0,110977.0,111453.0,110977.0
^BVSP,2019-12-06,4968100.0,110623.0,110623.0,111126.0,111430.0,111126.0
^BVSP,2019-12-05,4399100.0,110008.0,110297.0,110622.0,111073.0,110622.0
^BVSP,2019-12-04,4889500.0,108962.0,108962.0,110301.0,110301.0,110301.0
^BVSP,2019-12-03,5223100.0,108190.0,108931.0,108956.0,109198.0,108956.0
^BVSP,2019-12-02,4708000.0,108245.0,108246.0,109061.0,109279.0,109061.0
^BVSP,2019-11-29,4186600.0,107759.0,108283.0,108233.0,108708.0,108233.0
^BVSP,2019-11-28,3666100.0,107148.0,107708.0,108290.0,108333.0,108290.0
^BVSP,2019-11-27,4418200.0,106312.0,107059.0,107708.0,107991.0,107708.0
^BVSP,2019-11-26,6904900.0,106414.0,108424.0,107059.0,108424.0,107059.0
^BVSP,2019-11-25,4512400.0,108080.0,108692.0,108424.0,108915.0,108424.0
^BVSP,2019-11-22,4796100.0,107157.0,107497.0,108692.0,108692.0,108692.0
^BVSP,2019-11-21,5819400.0,105864.0,105866.0,107497.0,107497.0,107497.0
^BVSP,2019-11-19,3610300.0,105367.0,106269.0,105618.0,106950.0,105618.0
^BVSP,2019-11-18,4919800.0,106282.0,106566.0,106347.0,107519.0,106347.0
^BVSP,2019-11-14,5364300.0,105820.0,106052.0,106557.0,106758.0,106557.0
^BVSP,2019-11-13,5339000.0,105261.0,106751.0,105914.0,106786.0,105914.0
^BVSP,2019-11-12,5219300.0,106232.0,108368.0,106785.0,108368.0,106785.0
^BVSP,2019-11-11,3928900.0,106814.0,107622.0,108215.0,108263.0,108215.0
^BVSP,2019-11-08,5419600.0,107127.0,109572.0,107629.0,109572.0,107629.0
^BVSP,2019-11-07,6075600.0,108360.0,108360.0,109581.0,109672.0,109581.0
^BVSP,2019-11-06,5505500.0,107446.0,108719.0,108336.0,109633.0,108336.0
^BVSP,2019-11-05,5657600.0,108253.0,108779.0,108451.0,109343.0,108451.0
^BVSP,2019-11-04,5182200.0,108196.0,108196.0,108601.0,109352.0,108601.0
^BVSP,2019-11-01,5466300.0,107220.0,107221.0,108196.0,108496.0,108196.0
^BVSP,2019-10-31,5376000.0,106356.0,108403.0,107220.0,108403.0,107220.0
^BVSP,2019-10-30,5450600.0,106622.0,107557.0,108408.0,108408.0,108408.0
^BVSP,2019-10-29,4313200.0,107313.0,108189.0,107556.0,108195.0,107556.0
^BVSP,2019-10-28,3967200.0,107362.0,107366.0,108187.0,108393.0,108187.0
^BVSP,2019-10-25,5398900.0,106990.0,106990.0,107364.0,108083.0,107364.0
^BVSP,2019-10-24,5619200.0,106593.0,107553.0,106986.0,107744.0,106986.0
^BVSP,2019-10-23,4656200.0,107041.0,107381.0,107544.0,107959.0,107544.0
^BVSP,2019-10-22,5224900.0,107076.0,107101.0,107381.0,107382.0,107381.0
^BVSP,2019-10-21,3504900.0,104696.0,104729.0,106022.0,106027.0,106022.0
^BVSP,2019-10-18,4478100.0,104525.0,105012.0,104729.0,105464.0,104729.0
^BVSP,2019-10-17,4189000.0,104827.0,105389.0,105016.0,105891.0,105016.0
^BVSP,2019-10-16,4509400.0,103521.0,104486.0,105423.0,105462.0,105423.0
^BVSP,2019-10-15,4093400.0,104052.0,104299.0,104490.0,105048.0,104490.0
^BVSP,2019-10-14,2987900.0,103438.0,103834.0,104302.0,104305.0,104302.0
^BVSP,2019-10-11,4351800.0,101819.0,101819.0,103832.0,104381.0,103832.0
^BVSP,2019-10-10,4373100.0,101152.0,101244.0,101817.0,102483.0,101817.0
^BVSP,2019-10-09,3939000.0,100005.0,100005.0,101249.0,101567.0,101249.0
^BVSP,2019-10-08,4342700.0,99868.0,100565.0,99981.0,101296.0,99981.0
^BVSP,2019-10-07,3938300.0,100542.0,102546.0,100573.0,102546.0,100573.0
^BVSP,2019-10-04,4649400.0,101057.0,101516.0,102551.0,102580.0,102551.0
^BVSP,2019-10-03,4665600.0,99826.0,101031.0,101516.0,101560.0,101516.0
^BVSP,2019-10-02,5066200.0,100944.0,104049.0,101031.0,104049.0,101031.0
^BVSP,2019-10-01,4095700.0,103837.0,104745.0,104053.0,105121.0,104053.0
^BVSP,2019-09-30,3895800.0,104638.0,105077.0,104745.0,105178.0,104745.0
^BVSP,2019-09-27,3471200.0,104506.0,105319.0,105078.0,105633.0,105078.0
^BVSP,2019-09-26,4138700.0,104337.0,104485.0,105319.0,105342.0,105319.0
^BVSP,2019-09-25,4117500.0,103034.0,103857.0,104481.0,104481.0,104481.0
